study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB28065	ERP110230	SAMEA4817616	ERS2637511	ERX2739488	ERR2726045	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	100486	60492572	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_262_Bact	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_262_Bact	run_IC-2059_262_Bact2	19753209;23856390	7cae80837c28919c5647de93534603c4;44af417198927e4b8b16333f3c4209cd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2726045/ERR2726045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2726045/ERR2726045_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2726045/ERR2726045_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2726045/ERR2726045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2726045/ERR2726045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2726045/ERR2726045_2.fastq.gz	15146832;18879323	687b278bb0d8908dc412f07c1fbe9043;e6e11a8b789379dbe772476c1c9d5db3	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726045/IC-2059_262_Bact_lib49184_3143_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726045/IC-2059_262_Bact_lib49184_3143_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726045/IC-2059_262_Bact_lib49184_3143_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726045/IC-2059_262_Bact_lib49184_3143_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726045/IC-2059_262_Bact_lib49184_3143_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726045/IC-2059_262_Bact_lib49184_3143_1_2.fastq.bz2	FASTQ;FASTQ	43737938	46b08819c228e67460ac7ef14a87e228	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2726045	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/005/ERR2726045	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2726045				IC-2059_262_Bact		Cattle rumen microbiota for IC-2059_262_Bact	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817617	ERS2637512	ERX2739489	ERR2726046	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	134994	81266388	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_513_Arch	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_513_Arch	run_IC-2059_513_Arch	18464356;26552386	f64ea6aaac73c43569cd4c4bb56372d8;18c639ee12b5deeb577208bd3c0f1d38	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2726046/ERR2726046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2726046/ERR2726046_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2726046/ERR2726046_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2726046/ERR2726046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2726046/ERR2726046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2726046/ERR2726046_2.fastq.gz	14749055;21415083	46e152df1e75472ad788230fd75ce7e8;0d46190b5f021802b3ae2b239d6531ac	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726046/IC-2059_513_Arch_lib50665_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726046/IC-2059_513_Arch_lib50665_3302_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726046/IC-2059_513_Arch_lib50665_3302_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726046/IC-2059_513_Arch_lib50665_3302_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726046/IC-2059_513_Arch_lib50665_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726046/IC-2059_513_Arch_lib50665_3302_1_2.fastq.bz2	FASTQ;FASTQ	54734681	05961568718b6e7d505778ace6196620	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2726046	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/006/ERR2726046	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2726046				IC-2059_513_Arch		Cattle rumen microbiota for IC-2059_513_Arch	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817618	ERS2637513	ERX2739490	ERR2726047	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	113183	68136166	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_519_Arch	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_519_Arch	run_IC-2059_519_Arch	15422506;22421450	30573d60ef93d203910efebdd895db00;117208f112875896d277499447a9ecd1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2726047/ERR2726047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2726047/ERR2726047_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2726047/ERR2726047_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2726047/ERR2726047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2726047/ERR2726047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2726047/ERR2726047_2.fastq.gz	12292259;18126022	897fd3835e07e5d5863b0ad7fd7d17e5;13b7b9634ff2cf97c48df5153cfe6c46	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726047/IC-2059_519_Arch_lib50671_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726047/IC-2059_519_Arch_lib50671_3302_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726047/IC-2059_519_Arch_lib50671_3302_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726047/IC-2059_519_Arch_lib50671_3302_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726047/IC-2059_519_Arch_lib50671_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726047/IC-2059_519_Arch_lib50671_3302_1_2.fastq.bz2	FASTQ;FASTQ	45939549	a97ff8caa698b4fe5b9638f204b230a9	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2726047	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/007/ERR2726047	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2726047				IC-2059_519_Arch		Cattle rumen microbiota for IC-2059_519_Arch	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817619	ERS2637514	ERX2739491	ERR2726048	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	165702	99752604	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_517_Arch	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_517_Arch	run_IC-2059_517_Arch	22521741;32236197	5843aa4102c1d4e73e8d9034e5273ec6;7d042fd9290f8c3822b3b92c24e94a2c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2726048/ERR2726048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2726048/ERR2726048_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2726048/ERR2726048_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2726048/ERR2726048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2726048/ERR2726048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2726048/ERR2726048_2.fastq.gz	17926810;25995799	8685b145813b33e8942217f7c05cc36f;fbae90120a8eb072c36ac174e95bf62e	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726048/IC-2059_517_Arch_lib50669_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726048/IC-2059_517_Arch_lib50669_3302_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726048/IC-2059_517_Arch_lib50669_3302_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726048/IC-2059_517_Arch_lib50669_3302_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726048/IC-2059_517_Arch_lib50669_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726048/IC-2059_517_Arch_lib50669_3302_1_2.fastq.bz2	FASTQ;FASTQ	66794017	bcc15e3546300585b941aad276694b81	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2726048	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/008/ERR2726048	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2726048				IC-2059_517_Arch		Cattle rumen microbiota for IC-2059_517_Arch	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817620	ERS2637515	ERX2739492	ERR2726049	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	125736	75693072	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_556_Arch	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_556_Arch	run_IC-2059_556_Arch	17063737;25109512	fb3ff83760a02a39bd365e0356516c33;de5aa22de2c499adb476493e5a1bb2d8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2726049/ERR2726049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2726049/ERR2726049_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2726049/ERR2726049_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2726049/ERR2726049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2726049/ERR2726049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2726049/ERR2726049_2.fastq.gz	13609660;20298228	9c843410c29538acc8005fd75c6e074b;3b3b1cf4b9312bd0aec77c405417d891	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726049/IC-2059_556_Arch_lib50708_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726049/IC-2059_556_Arch_lib50708_3302_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726049/IC-2059_556_Arch_lib50708_3302_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726049/IC-2059_556_Arch_lib50708_3302_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726049/IC-2059_556_Arch_lib50708_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726049/IC-2059_556_Arch_lib50708_3302_1_2.fastq.bz2	FASTQ;FASTQ	51124087	1d5b36801593820ea2aebecc3f705e11	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2726049	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/009/ERR2726049	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2726049				IC-2059_556_Arch		Cattle rumen microbiota for IC-2059_556_Arch	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817621	ERS2637516	ERX2739493	ERR2726050	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	165354	99543108	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_473_Arch	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_473_Arch	run_IC-2059_473_Arch	22281648;32085972	a93138e626951559ae927dcf0dd3e2fd;b76b0784690c9f8c0f43d93b484bc09b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2726050/ERR2726050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2726050/ERR2726050_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2726050/ERR2726050_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2726050/ERR2726050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2726050/ERR2726050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2726050/ERR2726050_2.fastq.gz	17776389;25821285	3b543f3a9ff9d7c4145098dfd25f2e40;eaadce16dff47b272ad8f126e68e94d6	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726050/IC-2059_473_Arch_lib50625_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726050/IC-2059_473_Arch_lib50625_3302_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726050/IC-2059_473_Arch_lib50625_3302_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726050/IC-2059_473_Arch_lib50625_3302_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726050/IC-2059_473_Arch_lib50625_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726050/IC-2059_473_Arch_lib50625_3302_1_2.fastq.bz2	FASTQ;FASTQ	66622509	d09153e46fd1fea4425b77b97674e1a1	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2726050	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/000/ERR2726050	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2726050				IC-2059_473_Arch		Cattle rumen microbiota for IC-2059_473_Arch	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817622	ERS2637517	ERX2739494	ERR2726051	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	88519	53288438	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_548_Arch	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_548_Arch	run_IC-2059_548_Arch	12299812;17532372	07ecd2dec98f4ccd9a3ae7f53c2d09ae;25410f7857c959f66748d6580602c59a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2726051/ERR2726051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2726051/ERR2726051_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2726051/ERR2726051_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2726051/ERR2726051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2726051/ERR2726051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2726051/ERR2726051_2.fastq.gz	9818339;14190582	110829b39fa5a655c96e73b54aafe28a;b0d528d198e4751bf5414af89c7cc305	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726051/IC-2059_548_Arch_lib50700_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726051/IC-2059_548_Arch_lib50700_3302_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726051/IC-2059_548_Arch_lib50700_3302_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726051/IC-2059_548_Arch_lib50700_3302_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726051/IC-2059_548_Arch_lib50700_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726051/IC-2059_548_Arch_lib50700_3302_1_2.fastq.bz2	FASTQ;FASTQ	36035118	61072e19076aa3fb093659993eb4ee0f	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2726051	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/001/ERR2726051	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2726051				IC-2059_548_Arch		Cattle rumen microbiota for IC-2059_548_Arch	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817623	ERS2637518	ERX2739495	ERR2726052	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	280176	168665952	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_297_Bact	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_297_Bact	run_IC-2059_297_Bact	54301384;65130604	560fd87d94c0935a8273c03e3c0d0233;1f251703acbcae1afd5c4e0f74e54a3e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2726052/ERR2726052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2726052/ERR2726052_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2726052/ERR2726052_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2726052/ERR2726052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2726052/ERR2726052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2726052/ERR2726052_2.fastq.gz	42108130;51777154	858123f7b7bf12b1ec576f0b9d0c3480;b14bdc7d3e0306cd5bc0d1e1fa48df9b	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726052/IC-2059_297_Bact_lib49214_3294_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726052/IC-2059_297_Bact_lib49214_3294_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726052/IC-2059_297_Bact_lib49214_3294_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726052/IC-2059_297_Bact_lib49214_3294_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726052/IC-2059_297_Bact_lib49214_3294_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726052/IC-2059_297_Bact_lib49214_3294_1_2.fastq.bz2	FASTQ;FASTQ	120500882	83d365dd92c203c1b3850a46fc8a7cb0	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2726052	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/002/ERR2726052	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2726052				IC-2059_297_Bact		Cattle rumen microbiota for IC-2059_297_Bact	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817623	ERS2637518	ERX2739495	ERR2726053	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	268923	161891646	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_297_Bact	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_297_Bact	run_IC-2059_297_Bact2	52077479;64285581	856d38d60fdd47fad7b5413f003eb937;8761a7ea7046fad5f8ad3cc55a801b8f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2726053/ERR2726053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2726053/ERR2726053_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2726053/ERR2726053_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2726053/ERR2726053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2726053/ERR2726053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2726053/ERR2726053_2.fastq.gz	39602599;50800692	b03dbccc150ff839c87b379c4d05d326;ca5824f73b90b357de17c6d884a09c0b	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726053/IC-2059_297_Bact_lib49214_3143_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726053/IC-2059_297_Bact_lib49214_3143_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726053/IC-2059_297_Bact_lib49214_3143_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726053/IC-2059_297_Bact_lib49214_3143_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726053/IC-2059_297_Bact_lib49214_3143_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726053/IC-2059_297_Bact_lib49214_3143_1_2.fastq.bz2	FASTQ;FASTQ	116156766	36d855e3585e93353d45a4c8016154aa	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2726053	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/003/ERR2726053	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2726053				IC-2059_297_Bact		Cattle rumen microbiota for IC-2059_297_Bact	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817624	ERS2637519	ERX2739496	ERR2726054	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	146568	88233936	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_459_Arch	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_459_Arch	run_IC-2059_459_Arch	19796511;29093967	90c1c3a1be6bfb910c664334035f0dfb;2d564ed2d24de264af3d705ef64a3404	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2726054/ERR2726054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2726054/ERR2726054_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2726054/ERR2726054_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2726054/ERR2726054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2726054/ERR2726054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2726054/ERR2726054_2.fastq.gz	15744073;23493727	8fb661e2de6c7dff51e6b7bf11faf9bb;b6da5cfa4a06a4ef7ae1b3c73453f7b6	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726054/IC-2059_459_Arch_lib50611_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726054/IC-2059_459_Arch_lib50611_3302_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726054/IC-2059_459_Arch_lib50611_3302_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726054/IC-2059_459_Arch_lib50611_3302_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726054/IC-2059_459_Arch_lib50611_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726054/IC-2059_459_Arch_lib50611_3302_1_2.fastq.bz2	FASTQ;FASTQ	59418017	fa01c4103eb52efb09e2a5963331172a	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2726054	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/004/ERR2726054	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2726054				IC-2059_459_Arch		Cattle rumen microbiota for IC-2059_459_Arch	0	2018-08-03
