study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB28065	ERP110230	SAMEA4816099	ERS2635996	ERX2737981	ERR2724237	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	608231	366155062	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_588_lib80598	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_588_lib80598	run_NG-8305_588_lib80598	106711901;110298086	014c1aa955e70f4adb0631a7156a2bf5;230def9ad0a654f71c328da685ead494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724237/ERR2724237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724237/ERR2724237_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2724237/ERR2724237_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2724237/ERR2724237_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724237/ERR2724237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724237/ERR2724237_2.fastq.gz	79096256;83358040	181f13d9eee1c65b3be2e85a105d5373;7e025493ab11cafeef7ea05e7731469d	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724237/NG-8305_588_lib80598_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724237/NG-8305_588_lib80598_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724237/NG-8305_588_lib80598_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724237/NG-8305_588_lib80598_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724237/NG-8305_588_lib80598_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724237/NG-8305_588_lib80598_4017_1_2.fastq.bz2	FASTQ;FASTQ	225326644	1d375a18f406a5d2e6e77a0923c7c4b9	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2724237	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/007/ERR2724237	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2724237				NG-8305_588_lib80598		Cattle rumen microbiota for NG-8305_588_lib80598	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816100	ERS2635997	ERX2737982	ERR2724238	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	630995	379858990	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_571_lib80581	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_571_lib80581	run_NG-8305_571_lib80581	112508930;115610772	c72ed760017981143a9b6bd2bc1d886b;357de5e5e8ad9d65bec12fe98f03c726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724238/ERR2724238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724238/ERR2724238_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2724238/ERR2724238_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2724238/ERR2724238_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724238/ERR2724238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724238/ERR2724238_2.fastq.gz	83352276;87568305	8c0416a75a1c17ea74f8dc70d537c574;a586ca2a9a8970ae48d6aac1cf04d0ca	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724238/NG-8305_571_lib80581_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724238/NG-8305_571_lib80581_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724238/NG-8305_571_lib80581_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724238/NG-8305_571_lib80581_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724238/NG-8305_571_lib80581_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724238/NG-8305_571_lib80581_4017_1_2.fastq.bz2	FASTQ;FASTQ	234066660	a52788bb9fb1a0e5614805142a8c6574	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2724238	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/008/ERR2724238	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2724238				NG-8305_571_lib80581		Cattle rumen microbiota for NG-8305_571_lib80581	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816101	ERS2635998	ERX2737983	ERR2724239	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	547795	329772590	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_574_lib82068	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_574_lib82068	run_NG-8305_574_lib82068	71264007;82778704	24132f9aec15f04f7696c586216dc82d;537f0a0a13f14e485409480f1805ddd2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724239/ERR2724239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724239/ERR2724239_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2724239/ERR2724239_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2724239/ERR2724239_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724239/ERR2724239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724239/ERR2724239_2.fastq.gz	55168981;63702795	e96231be957af018adca13326b2334cc;e6a221baa8f09aeb80a458a8e1cb9831	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724239/NG-8305_574_lib82068_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724239/NG-8305_574_lib82068_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724239/NG-8305_574_lib82068_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724239/NG-8305_574_lib82068_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724239/NG-8305_574_lib82068_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724239/NG-8305_574_lib82068_4017_2_2.fastq.bz2	FASTQ;FASTQ	195543245	1d67c8f45178567d95901810c69c1135	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2724239	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/009/ERR2724239	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2724239				NG-8305_574_lib82068		Cattle rumen microbiota for NG-8305_574_lib82068	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816102	ERS2635999	ERX2737984	ERR2724240	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	577012	347361224	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_571_lib82065	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_571_lib82065	run_NG-8305_571_lib82065	73069997;86036891	1ee5c78a68f6cf5391228edf9d77293b;9daeb6f1f0a2d5bc6262ee808b95b823	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724240/ERR2724240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724240/ERR2724240_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2724240/ERR2724240_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2724240/ERR2724240_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724240/ERR2724240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724240/ERR2724240_2.fastq.gz	56174266;66021235	67b43d24e5e84e69b8ecf1650bda1f37;e92a0a50f7e7e55a31799464df3b14aa	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724240/NG-8305_571_lib82065_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724240/NG-8305_571_lib82065_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724240/NG-8305_571_lib82065_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724240/NG-8305_571_lib82065_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724240/NG-8305_571_lib82065_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724240/NG-8305_571_lib82065_4017_2_2.fastq.bz2	FASTQ;FASTQ	203134037	3815d18de9e7a2c97d2b095130b88ccb	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2724240	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/000/ERR2724240	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2724240				NG-8305_571_lib82065		Cattle rumen microbiota for NG-8305_571_lib82065	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816103	ERS2636000	ERX2737985	ERR2724241	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	546308	328877416	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_643_lib82137	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_643_lib82137	run_NG-8305_643_lib82137	66745520;79221119	91b10334cec45288f10a096537a78bb5;7bbacfc0a3d6295ee4549cf46e9269c5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724241/ERR2724241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724241/ERR2724241_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2724241/ERR2724241_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2724241/ERR2724241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724241/ERR2724241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724241/ERR2724241_2.fastq.gz	51327551;60646267	f4bafc3f694cce12cc20deca66a52744;1161d022310d41d09b02e78bbee750e1	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724241/NG-8305_643_lib82137_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724241/NG-8305_643_lib82137_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724241/NG-8305_643_lib82137_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724241/NG-8305_643_lib82137_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724241/NG-8305_643_lib82137_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724241/NG-8305_643_lib82137_4017_2_2.fastq.bz2	FASTQ;FASTQ	190590092	297e4a1abf9119a88ae9c22bce6b0468	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2724241	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/001/ERR2724241	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2724241				NG-8305_643_lib82137		Cattle rumen microbiota for NG-8305_643_lib82137	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816104	ERS2636001	ERX2737986	ERR2724242	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	445740	268335480	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_632_lib80642	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_632_lib80642	run_NG-8305_632_lib80642	77464959;80172375	892598129fae487d3632f3a01da65758;91aff1331f9ddc64cc1b9c4515c72072	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724242/ERR2724242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724242/ERR2724242_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2724242/ERR2724242_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2724242/ERR2724242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724242/ERR2724242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724242/ERR2724242_2.fastq.gz	57322741;60744220	77076b241847b303c118939a19cc3bfc;5b801431e8e91ac611fc21453bfdad9f	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724242/NG-8305_632_lib80642_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724242/NG-8305_632_lib80642_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724242/NG-8305_632_lib80642_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724242/NG-8305_632_lib80642_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724242/NG-8305_632_lib80642_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724242/NG-8305_632_lib80642_4017_1_2.fastq.bz2	FASTQ;FASTQ	165362165	7c5146c81df107c85ad434e4610898fa	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2724242	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/002/ERR2724242	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2724242				NG-8305_632_lib80642		Cattle rumen microbiota for NG-8305_632_lib80642	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816105	ERS2636002	ERX2737987	ERR2724243	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	582759	350820918	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_644_lib82138	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_644_lib82138	run_NG-8305_644_lib82138	74371866;86435351	aa6b158726aea940173091c7944d62e6;582c3c1bb9be349227e2433d6540869b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724243/ERR2724243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724243/ERR2724243_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2724243/ERR2724243_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2724243/ERR2724243_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724243/ERR2724243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724243/ERR2724243_2.fastq.gz	57711021;66716347	f0b536dfec4279cf0312f8437110e30f;c762f3505e9a8f608be590344fff4a57	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724243/NG-8305_644_lib82138_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724243/NG-8305_644_lib82138_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724243/NG-8305_644_lib82138_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724243/NG-8305_644_lib82138_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724243/NG-8305_644_lib82138_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724243/NG-8305_644_lib82138_4017_2_2.fastq.bz2	FASTQ;FASTQ	207361634	2fa4593bac195c21c11ef931cdbd4d9d	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2724243	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/003/ERR2724243	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2724243				NG-8305_644_lib82138		Cattle rumen microbiota for NG-8305_644_lib82138	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816106	ERS2636003	ERX2737988	ERR2724244	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	657079	395561558	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_587_lib80597	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_587_lib80597	run_NG-8305_587_lib80597	113896203;115847033	a15a4aa8f2712ec94414757e054812af;cc086ef4f26f0280229641c56d7155b0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724244/ERR2724244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724244/ERR2724244_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2724244/ERR2724244_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2724244/ERR2724244_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724244/ERR2724244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724244/ERR2724244_2.fastq.gz	84118830;87560493	22d9491e7a5c705141a06ce23d690426;60a1b2b0c02162816fc92a52067247fc	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724244/NG-8305_587_lib80597_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724244/NG-8305_587_lib80597_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724244/NG-8305_587_lib80597_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724244/NG-8305_587_lib80597_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724244/NG-8305_587_lib80597_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724244/NG-8305_587_lib80597_4017_1_2.fastq.bz2	FASTQ;FASTQ	242673279	8c1b13996addc24cb8def8e77e9c583e	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2724244	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/004/ERR2724244	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2724244				NG-8305_587_lib80597		Cattle rumen microbiota for NG-8305_587_lib80597	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816107	ERS2636004	ERX2737989	ERR2724245	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	534480	321756960	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_626_lib82120	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_626_lib82120	run_NG-8305_626_lib82120	66001120;78093037	cc9a652fa30b75d5b037b2b05d4288be;88d2d3d83d8e76874aa9a309fc6bab85	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724245/ERR2724245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724245/ERR2724245_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2724245/ERR2724245_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2724245/ERR2724245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724245/ERR2724245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724245/ERR2724245_2.fastq.gz	50698936;60033057	474785f97af71b07233ffef8bf996db3;f80a40a049aa125020592117e0b07555	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724245/NG-8305_626_lib82120_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724245/NG-8305_626_lib82120_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724245/NG-8305_626_lib82120_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724245/NG-8305_626_lib82120_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724245/NG-8305_626_lib82120_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724245/NG-8305_626_lib82120_4017_2_2.fastq.bz2	FASTQ;FASTQ	187152845	8f38dd50be10586212e11f297a87eec0	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2724245	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/005/ERR2724245	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2724245				NG-8305_626_lib82120		Cattle rumen microbiota for NG-8305_626_lib82120	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4816108	ERS2636005	ERX2737990	ERR2724246	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	511199	307741798	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_631_lib80641	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_631_lib80641	run_NG-8305_631_lib80641	91221217;92454731	52b91780325d6f0e1bb45807ccacd20b;ff37b00a950b30e71428134adeb41484	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724246/ERR2724246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724246/ERR2724246_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2724246/ERR2724246_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2724246/ERR2724246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724246/ERR2724246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724246/ERR2724246_2.fastq.gz	67316483;69649591	ed91651e1c7823a8a7056c2fe017d7f1;07bf7a997381eebe207cf0bb5f680c01	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724246/NG-8305_631_lib80641_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724246/NG-8305_631_lib80641_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724246/NG-8305_631_lib80641_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724246/NG-8305_631_lib80641_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724246/NG-8305_631_lib80641_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724246/NG-8305_631_lib80641_4017_1_2.fastq.bz2	FASTQ;FASTQ	188984812	82ae3e00d65010d5c2cd19e1b92d9208	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2724246	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/006/ERR2724246	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2724246				NG-8305_631_lib80641		Cattle rumen microbiota for NG-8305_631_lib80641	0	2018-08-03
